1097	مقدّم الطلب
887	لأي شركة
1214	رقم الملف
2354	ما الذي تحتاجه؟
1309	مطلوب قبل
1056	نوع المساعدة
859	المرفقات المُرسلة
327	المرفقات المتاحة
1030	قيد اليومية (قديم)
1627	الدفعة (قديم)
282	ملاحظة الاعتماد
284	طلب الاعتماد
486	ملاحظة الإغلاق
496	أعضاء اللجنة
473	اسم الموكّل (قديم)
508	مبلغ التضمين
550	انتهاء العقد
553	بدء العقد
573	الطرف الآخر في العقد
575	رقم الدعوى
484	تاريخ الإغلاق
1572	تاريخ الفتح
976	في هذه الحالة منذ
2018	تاريخ التقديم إلى الجهة
2439	أيام العمل لدى الجهة
665	تاريخ القرار
666	رقم القرار
362	اسم الجهة (قديم)
745	الموظفون المعنيون
794	حساب المصروف (قديم)
797	بنود المصروفات
1588	الجهة الآمرة
1040	الأحكام
369	فرع القانون
2045	الفريق
1920	تاريخ الإرسال للاعتماد
261	الجواب متوقع قبل
1089	يمكنه البتّ
1091	يمكنه إصدار الرأي
1093	يمكنه طلب الاعتماد
487	لوحة الملف
1071	آخر فحص تعارض
1455	عدد الفواتير
1392	لا يوجد عقد أتعاب موقّع
1567	فُتح للالتزام
1470	استحقاق الالتزام في
1563	المراجعات المفتوحة
312	لدى الجهة بعد تجاوز الموعد المستهدف
1675	حالة الوكالة
175	جلسة بانتظار التسجيل
2285	مدة الجواب المعتادة
953	الساعات
2325	بانتظار منذ
1456	عدد الكتب
2294	قيمة الدعوى
1262	اسم الوزارة (قديم)
1270	المستمسكات الناقصة
1578	الرأي
1022	أصدره
1581	مذكرة الرأي
1582	رقم الرأي
1583	الخصم
1586	تاريخ الأمر
1587	رقم الأمر
2340	صفتنا في الدعوى
462	جهة اتصال الموكّل
1616	الأطراف
1696	التقدم
826	حقول إضافية
1712	السؤال
1740	التوصية
364	رقم المعاملة لدى الجهة
1802	إشعار التجديد (أيام)
892	من الطلب
307	الجهة الطالبة (الوحدة)
1340	الجلسة أو المراجعة القادمة
1856	عُدّل بـ
1857	يعدّل الرأي
2323	بانتظار
527	فحص التعارض
528	حالة التعارض
1660	تعارضات محتملة
1054	التاريخ الأساسي
1263	الوزارة أو الهيئة
1300	الاسم المقترح
1734	الأنواع الأخيرة
1954	إظهار الجهة
1284	خيارات أكثر
2026	الملاحظة المقترحة
240	أغلق أيضاً خطواته ومهله المفتوحة
2076	بذمة الموكّل
1086	الفوترة
472	أمانات الموكّل لدينا
1590	الأصول المحفوظة لدينا
2356	ما مصيرها
1793	الأقساط المتبقية
991	الأقساط القادمة
1407	لم يُفوتر بعد
1537	عدد البنود المفتوحة
893	من سجلات الشركة
974	في سجلات الموكّل
1099	الخزانة مفعّلة
526	تاريخ التأكيد
523	مرجع التأكيد
245	المبلغ بعملة الشركة
744	الموظف
470	حركة الأمانات
378	قابل للترحيل
1666	مرحّل إلى الحسابات
1029	قيد اليومية
1609	دفعه
1736	يُحمَّل على الموكّل
2179	محاميه
1476	في جانبنا
1619	الطرف
1866	الصفة
1646	صورة الوصل
1695	ينتج مستمسكاً
713	أنجزه
715	تاريخ الإنجاز
837	الرسم المدفوع
1016	متأخرة
308	مسندة إلى
2305	نتيجة المراجعة
2066	الجهة بانتظار
492	اللون
517	سري افتراضياً
2287	طريقة الأتعاب المعتادة
674	الجهة الافتراضية
790	المدة المتوقعة (أيام عمل)
2256	الرسم الحكومي المعتاد
675	المسؤول الافتراضي
1764	الرمز المرجعي
2282	يُستخدم لطلبات من نوع
1314	يحتاج إلى اعتماد قبل بدء العمل
634	الأيام المسموح بها لدى الجهة
2242	تتبّع لكل شركة
1231	الملفات المفتوحة
2435	أيام العمل
1087	يمكنه الاعتماد
1713	الأجر
2399	من
1343	المراجعة القادمة في
1342	الخطوة التالية
1645	اسم الصورة
1654	المراجعة المخططة
623	تاريخ المراجعة
1445	الآن بانتظار
1821	لا يجوز لطالب الاعتماد أن يعتمد
1128	تقويم العمل القانوني
535	تعارض المصالح
2333	نبّه عند عدم وجود عقد أتعاب موقّع للملف
412	افحص حد الأتعاب 20%
2332	نبّه قبل انتهاء الوكالة (أيام)
1795	ذكّر قبل (أيام عمل)
1253	الحد الأدنى للأتعاب الشهرية (شركة أجنبية)
1254	الحد الأدنى للأتعاب الشهرية (شركة محلية)
286	الاعتمادات
845	الأتعاب والفوترة
1247	رسائل الموكّلين
505	سجلات الشركات
560	سجل الصادر والوارد
919	المعاملات الحكومية
1986	فريق الموظفين من الموارد البشرية
220	التحقيقات الإدارية
1824	طلبات الأقسام الأخرى
2217	تسجيل الوقت
961	يمكن عرض الدينار بلا كسور
962	المراتب العشرية للدينار
2309	المصطلحات
1058	نوع المؤسسة
1085	ما يراه المحامون والكتّاب
344	رقم العضوية في النقابة
1172	في هذا الصنف منذ
2248	المشرف على التمرين
2247	مسار التمرين
1733	أنواع الملفات الأخيرة
1957	إظهار جميع الحقول في النماذج القانونية
2221	بدأ المؤقت في
2220	المؤقت يعمل على الملف
967	إذا كان محدداً، فقد حدث خطأ في تسليم بعض الرسائل.
1459	عدد الرسائل التي حدث فيها خطأ في التسليم
966	إذا كان محدداً، فهناك رسائل جديدة تتطلب انتباهك.
1458	عدد الرسائل التي تتطلب إجراءً
2351	سجل تواصل الموقع الإلكتروني
2096	درجة المحكمة التي يبدأ حكمها هذه المدة. فارغ: أي درجة.
2090	المحاكم التي تبدأ أحكامها هذه المدة. اتركه فارغاً لأي محكمة.
443	قانون المرافعات المدنية رقم 83 لسنة 1969، المادة 25(2): المدة التي تنتهي في عطلة رسمية تمتد إلى أول يوم عمل بعدها.
1760	تسجيل حكم ضمن هذا القانون ودرجة المحكمة هذه يُنشئ هذه المهلة تلقائياً. أما المدد الأخرى فتُضاف يدوياً، أو بنتيجة جلسة، أو بالمدة التي تسبقها.
246	حد مطلق يُحتسب من تاريخ القرار، مثل تصحيح القرار التمييزي.
2157	المدة التي تبدأ عند انتهاء هذه المدة دون جواب (يُعدّ السكوت رفضاً).
